ROUTE,COST,REVENUE,PROFIT
DFW-ORD,56242225.53999912,75179712.16000003,18937522
DEN-XNA,4893615.359999967,23795016.480000008,18901410
IAD-ROC,6486289.919999954,25368442.559999976,18882155
CLT-SEA,15275082.680000126,34138350.0,18863376
BNA-LGA,35286040.479999565,54136839.59999992,18850827
CVG-DCA,12616049.680000268,31435577.28000002,18819516
EWR-GSO,8704591.7999999,27447492.8,18742852
RDM-SFO,7420413.120000066,26105367.64000001,18684951
BUF-EWR,10108774.27999986,28755588.0,18646621
CLT-DSM,9020557.200000037,27567080.879999984,18546512
GSO-LGA,14360067.820000311,32884988.75999996,18524919
AEX-IAH,3753145.200000037,22249304.0,18496240
CLT-EVV,3444158.600000005,21937381.43999998,18493230
GRR-LGA,5743532.640000052,24123290.40000001,18379767
IAH-TYS,9631867.919999992,28008552.239999995,18376686
DCA-DTW,21537102.999999806,39909107.52,18371971
DEN-FCA,7110259.840000047,25481142.23999999,18370887
JAX-MIA,11506264.000000091,29867995.419999965,18361709
MHK-ORD,3726547.4400000246,22084457.519999992,18357903
RDM-SEA,12221532.95999954,30551445.600000054,18329916
DEN-DRO,5901600.0,24165477.599999998,18263879
JAC-ORD,6664847.720000035,24862759.42,18197909
DFW-JLN,4498643.559999994,22695157.76,18196517
ABQ-SLC,7262870.000000078,25383967.70000001,18121093
DTW-MDW,14777694.87999955,32850136.32000002,18072462
ATL-CAK,6222908.160000017,24250709.08000001,18027799
CLT-SAN,15289168.3599999,33299363.759999983,18010194
DEN-MFR,6376312.799999934,24254958.419999987,17878652
HNL-JHM,5210805.600000059,23075388.000000007,17864534
DTW-OMA,7444899.879999959,25282366.79999998,17837472
EWR-MKE,7345075.5,25171796.620000016,17826730
EWR-MHT,5291867.280000039,23115146.33999999,17823271
DFW-ONT,16808295.3599999,34627426.64000002,17819129
AUS-DFW,16453624.199999582,34264784.399999976,17811153
DTW-SFO,22802812.47999992,40575922.80000002,17773130
FAI-SEA,21376770.720000137,39142100.57999996,17765338
DFW-MOB,6995673.359999921,24653907.55999999,17658242
MIA-PIT,9765466.039999943,27398309.759999983,17632846
LGA-RSW,12147784.000000134,29776015.36000002,17628220
SJC-SLC,17419510.079999648,35006118.39999999,17586579
DEN-ICT,10308566.399999855,27870734.06000001,17562113
BTV-ORD,5557662.219999976,23119264.620000023,17561599
GPT-IAH,6698936.639999967,24227914.63999997,17528984
LAX-LIH,25107542.89999966,42597152.0399999,17489619
BUF-CLT,9247564.480000008,26724106.09999998,17476551
DTW-FWA,5587520.000000016,23060928.0,17473428
IAH-VPS,5820039.680000013,23280480.0,17460456
MIA-PHX,14950774.720000198,32406474.360000003,17455704
ATL-OMA,14660748.0799998,32101143.720000006,17440416
JFK-MIA,35274743.27999963,52682634.3200001,17407914
CLT-OKC,6557478.40000004,23948233.320000004,17390760
BIS-ORD,4357592.799999973,21746533.96,17388941
DFW-TUS,20676594.55999985,38021304.21999997,17344710
DFW-SAF,6404671.799999977,23664291.0,17259581
ATL-ICT,8623737.519999918,25871543.279999997,17247815
BOS-SLC,16890566.400000144,34112707.99999996,17222135
MSP-SNA,10787382.000000078,28009424.399999987,17222018
CLT-PVD,10738160.400000015,27924087.920000013,17185910
DFW-GRI,5187391.680000024,22342358.42000001,17154965
DCA-HPN,7564126.080000077,24706078.319999985,17141958
LAX-PHX,55970994.80000403,73110516.11999974,17139522
AVP-DTW,4286522.879999969,21385822.06000001,17099306
DTW-LGA,35089280.719999,52142260.0,17053844
BNA-IAD,7517731.119999923,24567083.42000001,17049357
ONT-SFO,11305824.319999903,28336595.039999977,17030756
MSP-XNA,3450360.479999986,20449174.07999999,16998814
LGA-MIA,60143717.44000233,77126461.35999994,16982734
PHF-PHL,3956290.1200000234,20919732.0,16963502
MKE-MSP,12039231.160000231,28976916.07999996,16937703
JFK-MSY,18306967.279999964,35200461.34000004,16893504
DCA-IND,13656240.0,30545873.600000005,16889623
CHA-IAD,4671780.520000016,21465344.56000001,16793568
DFW-LCH,4410942.500000017,21184953.02,16774010
JFK-SAN,31480651.60000039,48245217.20000005,16764597
ATW-MSP,3722942.8799999943,20473609.680000007,16750659
SLC-SNA,13118959.6799999,29852133.28000001,16733164
CHO-LGA,6138740.40000003,22779494.699999984,16640756
PHL-STL,17612300.15999966,34202536.49999999,16590230
IAH-SEA,24619004.60000021,41205513.95999999,16586519
DTW-MHT,7643901.999999938,24230107.20000001,16586188
LGA-MSY,14226479.079999927,30804063.18000003,16577585
DTW-MCI,12587827.560000133,29124768.879999988,16536918
CMH-MIA,10116745.99999999,26647191.759999976,16530438
CID-CLT,5615061.039999978,22102000.0,16486792
ATL-SMF,14485461.760000056,30962650.800000027,16477164
CLT-LAS,24112681.11999994,40580536.67999996,16467830
MLI-ORD,12110445.479999691,28572072.0,16461385
DTW-PVD,7635101.600000061,24067411.199999977,16432319
JAX-PHL,9952443.51999996,26360604.600000028,16408178
ORD-PVD,9359549.32000007,25759175.519999992,16399618
DFW-PSP,9596133.839999916,25975020.08000001,16378899
RDD-SFO,4364951.759999979,20741794.56000001,16376846
SLC-STL,10058695.04000003,26407581.3,16348889
LAX-TUS,22030400.439999647,38378435.41999992,16348061
ATL-DAB,10848222.56000009,27141022.86000001,16292800
IAH-OMA,10627970.02000004,26911099.379999973,16283131
DEN-OMA,18073862.560000584,34257779.20000005,16183931
FLL-IAH,18301843.60000024,34467249.44000001,16165398
ATL-MKE,23534190.36000068,39664500.65999997,16130306
IAD-SDF,4751100.48000001,20881135.139999997,16130044
PDX-SLC,20139618.39999996,36268483.180000015,16128866
CLT-LGA,42642708.48000301,58767674.15999994,16124971
DTW-MIA,14891058.59999982,30988923.42000001,16097866
GRR-PHL,4363967.880000013,20461047.560000014,16097070
IAH-RDU,12952400.720000044,29014847.40000002,16062455
CLE-DCA,15903100.40000035,31956101.099999983,16052995
BNA-DCA,22253646.880000196,38269345.20000004,16015704
COS-DFW,10804191.999999983,26809657.679999977,16005468
DEN-IDA,5786993.360000028,21762356.48,15975357
ALO-ORD,2875139.760000023,18691595.52,15816468
ISN-MSP,4304224.319999966,20118530.68000001,15814311
DFW-SAT,22842010.520001028,38640669.5999999,15798767
DEN-SFO,40566801.93999984,56354380.15999995,15787510
ORD-SRQ,10447948.0,26229268.780000027,15781319
ORD-ROA,5173159.200000006,20883965.760000017,15710807
ORD-PWM,6154294.0,21854905.38,15700614
JFK-ORD,21797573.599999472,37459954.23999996,15662366
DFW-GSO,6709787.000000023,22352969.159999996,15643183
BPT-DFW,4530284.400000014,20157017.440000013,15626731
EWR-SAN,26035030.5,41635733.57999997,15600718
FAT-PHX,10221879.000000156,25788056.58,15566167
DEN-SMF,25590744.90000017,41136032.0,15544757
EWR-MIA,30519298.70000077,46054587.79999997,15535268
EWR-SDF,7724270.159999922,23225246.860000003,15500988
DCA-PBI,10255807.2399999,25645684.48,15389889
IAD-LGA,7454967.519999961,22843355.22,15388386
DCA-PWM,11510958.479999855,26866598.39999999,15355610
ATL-BMI,7416684.120000076,22734108.319999985,15317431
BOI-DEN,16340807.680000206,31647442.67999998,15306662
AUS-IAD,10799884.780000089,26096751.600000013,15296870
LAX-OGG,42543536.439999536,57809021.039999954,15265481
DCA-LAX,22225065.76000025,37485839.99999993,15260793
LNK-MSP,5016364.080000028,20268646.0,15252082
LGA-MKE,17210985.839999873,32458627.039999995,15247651
LAX-SBA,4574360.999999993,19818719.5,15244228
DFW-SJC,14894939.27999992,30120682.5,15225748
OGG-SEA,22912814.39999968,38127121.28000003,15214310
CHS-IAH,7470566.0,22550068.84,15079504
DCA-PIT,7432322.719999961,22478758.159999996,15046429
ORD-SUX,5769021.760000045,20771711.68000001,15002686
DFW-DSM,8461836.160000062,23416855.48000001,14955020
MIA-RSW,3417872.64000002,18351927.0,14933967
ORD-SAV,8701935.25999994,23635552.82,14933615
MSP-RAP,6641917.07999989,21539134.759999976,14897192
IPT-PHL,2084212.799999994,16969383.480000004,14885159
SLC-SUN,3757956.239999988,18594046.0,14836074
BOS-IND,10015285.2800001,24847320.6,14832029
AUS-CLT,11528465.919999894,26321712.24000001,14793254
BOI-DFW,6633149.75999999,21420884.940000016,14787742
MIA-SFO,28131070.2000004,42882903.99999999,14751835
CLT-ECP,4121174.280000015,18861160.30000001,14739998
ATL-RSW,27835352.99999909,42562843.74000006,14727498
GSP-PHL,6686375.800000053,21395485.32000001,14709090
DTW-SAT,7781183.359999928,22465664.32000001,14684486
DEN-GTF,4357316.200000006,19036300.2,14678985
BOI-MSP,6349903.599999966,21003412.559999995,14653514
LGA-PWM,8030306.47999996,22665156.80000001,14634853
LAX-RNO,24623956.55999984,39235012.16000004,14611066
ABE-ORD,4132138.320000032,18740626.000000004,14608485
CAE-PHL,7074944.919999947,21587377.619999997,14512440
MIA-PNS,6553662.000000036,21066113.30000001,14512439
CHO-PHL,2507794.799999996,16980681.36,14472887
EWR-EYW,8204800.320000046,22666278.88,14461481
ALB-IAD,3962763.0,18417313.92000001,14454544
DFW-FAR,5309141.760000037,19740186.84,14431045
CLT-STT,3818740.800000012,18230097.600000005,14411356
IAH-MLU,4143323.440000018,18551522.39999999,14408192
ATL-STL,28221856.480000407,42522265.39999999,14300251
DEN-TUS,21149404.659999527,35438019.12000001,14288632
KOA-LAX,27958822.23999976,42204057.20000004,14245242
PHX-RNO,16293038.999999788,30514926.780000005,14221836
PHL-SAV,7098398.999999976,21315534.24,14217138
CVG-MIA,10062020.319999987,24238745.279999983,14176727
CID-DFW,8046420.199999936,22201954.360000025,14155550
EWR-MSN,5321789.740000002,19452528.000000007,14130744
MIA-STL,7604828.160000062,21688617.6,14083788
LAX-MSP,31848698.60000068,45885660.96000005,14036969
EWR-GSP,7417401.599999971,21448261.119999982,14030857
BFL-DEN,5034842.999999999,19063804.76000001,14028970
ATL-MLB,8714400.23999991,22742608.559999995,14028207
PHL-SDF,5625866.239999992,19642259.340000004,14016394
BIS-DFW,4743031.680000002,18746954.71999998,14003914
DFW-LGA,67115509.00000426,81108102.40000011,13992611
BNA-DFW,21225227.519999567,35180287.51999992,13955073
IAH-PDX,9497492.5,23446660.9,13949173
ATL-DAY,9357059.199999886,23279673.47999998,13922606
DEN-FAR,8467994.540000072,22369677.900000017,13901688
DCA-RSW,13241271.680000056,27094002.500000022,13852736
DTW-PWM,5581755.040000048,19427099.37999999,13845347
MIA-TLH,9282064.08000005,23078264.9,13796201
BDL-DFW,7098141.560000016,20884369.839999992,13786236
BTV-PHL,7656517.199999922,21433577.28000002,13777062
OKC-PHL,7378985.160000063,21139277.5,13760366
MEM-PHL,6275310.0,20008280.819999974,13732975
DCA-SFO,11281310.88,25007530.080000013,13726215
CLT-PWM,8242696.479999952,21949867.599999968,13707136
IAH-SAN,21324655.33999949,35016632.98000001,13691956
DSM-IAH,7465814.800000053,21141222.15999998,13675408
BOS-CMH,8953612.800000044,22597083.039999984,13643481
IAH-MKE,6357062.080000031,19988558.719999995,13631500
DAY-MSP,5588571.120000008,19206362.0,13617764
MEM-PHX,7863681.279999928,21467150.319999985,13603461
OMA-PHL,6556011.519999971,20141878.539999995,13585874
IAD-JAX,8223151.400000078,21801407.04,13578257
MEM-MIA,5955911.46000003,19518439.32000001,13562532
DFW-FAT,6960989.03999997,20517595.200000007,13556606
JAC-SLC,4991170.800000014,18524190.98,13533016
ATL-PVD,8998453.679999985,22501870.5,13503413
ORD-PSP,16560878.159999864,29989371.959999982,13428483
PHX-SBA,8103768.600000129,21531633.379999988,13427865
PSP-SLC,7330231.439999943,20754530.72000001,13424274
COD-DEN,3792567.9599999706,17199679.999999985,13407109
DEN-MSO,6954009.319999982,20352606.079999987,13398607
IND-LAX,11833718.879999874,25183959.6,13350217
ATL-DFW,54275963.839996055,67623718.40000026,13347744
ATL-CMH,24934917.28000103,38281929.180000044,13347007
BNA-PHL,18464010.0,31789467.360000007,13325467
BWI-ORD,20208996.900000133,33529934.52000002,13321006
DEN-SBA,9449874.719999995,22746904.800000027,13297070
DEN-HLN,4274463.599999985,17511888.0,13237398
SLC-TUS,7448246.399999957,20682925.5,13234676
BZN-SEA,6566973.240000068,19785362.100000016,13218390
ATL-SAT,26422187.120000347,39633998.39999989,13211714
CAK-EWR,3258000.9599999706,16457295.799999995,13199295
ATL-BUF,12038324.480000084,25198532.01999998,13160196
SLC-SMF,14734922.399999812,27884381.0,13149221
CVG-STL,3309479.519999988,16385131.500000006,13075653
DFW-OGG,10225477.08000006,23255515.39999999,13030048
DFW-IAD,19637976.16000047,32636698.60000001,12998735
LGA-XNA,7680549.959999986,20662047.12,12981496
CMH-IAD,8233153.7200000705,21176704.49999998,12943528
DCA-SDF,7089552.080000038,20008714.08000001,12919159
DFW-SNA,31171611.99999919,44084509.97999992,12912869
PSC-SLC,6116824.440000008,19029374.28,12912538
MSP-RIC,5482333.999999989,18376190.220000003,12893863
BMI-DFW,4802254.800000027,17682699.199999996,12880443
FLL-SFO,20131508.63999992,32996113.920000035,12864609
LAS-SFO,50827315.16000316,63618884.69999993,12791430
ATL-ROC,8437910.000000056,21198041.20000001,12760113
MCO-SLC,17689558.039999984,30442504.519999973,12752961
DCA-PNS,5186844.479999972,17938819.979999986,12751977
DFW-FSD,4565011.200000016,17290632.160000008,12725620
ATL-GRB,3010536.319999994,15733796.4,12723261
LGA-PBI,28510900.600000717,41213846.520000026,12702959
JAN-ORD,5156325.480000009,17833364.999999993,12677049
HNL-SEA,36649351.599999554,49301269.539999984,12651899
DCA-MEM,10027144.400000064,22647905.279999983,12620762
ASE-ATL,3271080.9600000083,15842190.0,12571062
DEN-SEA,53312079.36000074,65854157.75999986,12542086
DEN-FSD,8826115.600000126,21365707.44000002,12539594
IND-JFK,6635136.400000048,19116663.000000004,12481523
AMA-DEN,4081755.340000025,16558190.740000015,12476439
MFR-SEA,8992879.680000093,21465239.879999977,12472344
DEN-SBP,5648396.160000021,18088020.89999999,12439623
CLE-MIA,9598740.800000086,22030849.259999976,12432117
DEN-SJC,22835923.440000392,35170480.800000004,12334562
IAD-SAV,7319666.900000061,19649881.459999982,12330212
MSP-SAT,7145083.759999989,19465894.06000001,12320809
CHS-MIA,6331701.739999939,18640388.200000003,12308672
MSP-SEA,30609378.80000033,42853240.07999991,12243852
BUR-SLC,8785292.160000103,21000181.2,12214891
IAD-ROA,3847828.659999989,16048237.999999996,12200410
JFK-RIC,6018467.83999996,18211693.360000003,12193243
CHS-PHL,7885676.0,20077544.519999977,12191865
IAH-RSW,9345877.560000123,21529633.579999987,12183753
PHX-SBP,8082619.680000061,20261511.200000003,12178907
CLT-SLC,8583481.520000042,20755433.000000007,12171971
ERI-PHL,4259836.0,16424272.399999987,12164434
ABQ-ATL,7144308.59999998,19307150.92,12162834
DEN-SAT,18983234.16000016,31145781.84000003,12162575
BDL-DCA,16271901.759999843,28424794.19999997,12152912
BDL-IAD,8640132.199999921,20782286.70000001,12142159
MCO-SEA,16655968.560000144,28791888.98,12135914
DFW-VPS,10547228.32000006,22670397.89999998,12123159
ECP-IAH,4615847.519999989,16733191.80000001,12117320
MSP-PDX,16625289.599999852,28729674.0,12104154
DEN-EUG,5572998.799999999,17621763.719999988,12048759
DCA-MSY,19953563.52000024,31975144.90000002,12021568
LAX-SFO,108245287.21997996,120239805.19999984,11995016
BZN-ORD,7649099.88000009,19575988.79999999,11926892
MSP-SLC,17760563.400000263,29668415.860000003,11907850
MIA-SJU,20690313.600000072,32531520.0,11841312
CLT-MHT,8148110.760000049,19980175.600000005,11832071
BOI-LAX,9939014.480000086,21758941.07999999,11819928
DEN-PSP,12583488.479999837,24390144.839999966,11806654
MIA-SDF,6607367.999999958,18369784.16,11762412
LAX-SBP,5109149.760000027,16860074.400000017,11750923
MRY-PHX,6780592.079999929,18506047.5,11725398
DEN-OGG,6881849.520000018,18588533.040000003,11706687
DEN-JAC,5927898.240000028,17586361.660000004,11658467
PHL-SFO,32778209.420000423,44431016.4,11652801
GTF-SLC,4911642.119999979,16563855.72,11652212
JFK-SYR,10226175.95999994,21850098.299999986,11623921
LGA-ROC,7374368.559999963,18987179.89999999,11612793
CLT-JFK,29543634.119999517,41155135.560000025,11611463
ABQ-DEN,14907112.780000215,26515523.940000057,11608414
DEN-MEM,12711501.7600002,24312998.7,11601504
PDX-RDM,5395874.399999941,16992568.900000006,11596717
MSO-SEA,7461867.479999842,19039951.080000017,11578088
DEN-SUN,1488364.6800000009,13029943.5,11541581
DCA-ORF,5629172.879999966,17150041.44000002,11520872
DFW-SWO,3214008.0,14734588.439999998,11520580
DEN-ELP,11173644.219999894,22664552.560000032,11490915
DFW-PIT,11639495.280000009,23120651.12,11481168
MSP-TYS,3074159.680000008,14554782.0,11480591
EWR-SAV,8860199.280000078,20325719.600000016,11465530
EWR-MSY,19283858.859999973,30740424.0,11456621
BHM-MIA,5655928.960000036,17079398.079999994,11423457
ORD-SEA,55415779.44000159,66819246.82000002,11403503
MSP-OKC,3732569.759999989,15099979.8,11367418
BRO-DFW,6057778.079999939,17423224.0,11365324
DCA-STL,20352114.920000315,31700129.220000032,11348019
SAT-SLC,9190183.600000048,20533480.379999995,11343302
DEN-HDN,2383114.179999987,13687900.199999996,11304788
DEN-RNO,13417915.840000153,24710494.40000003,11292585
DFW-PDX,18924178.560000155,30196652.64000001,11272471
DFW-MCI,15787308.000000313,27012669.700000014,11225379
HOB-IAH,3944332.680000028,15158655.2,11214328
DFW-LIT,17088401.920000356,28276713.600000028,11188224
CLT-FLL,19246543.68000005,30431470.700000014,11184931
AVP-IAD,3097966.7200000053,14277206.880000014,11179241
BOS-DFW,31251481.440000173,42424221.40000004,11172683
OMA-SLC,5915540.800000036,17081792.28,11166249
BUR-PDX,10200040.799999963,21331127.519999992,11131094
DFW-RAP,5095540.799999964,16216750.700000014,11121202
IAH-LCH,4263603.119999974,15383365.200000009,11119791
LEX-PHL,5170759.9999999935,16280359.560000004,11109609
SLC-TUL,5994220.319999987,17087099.039999995,11092875
IAD-PVD,4852892.3599999845,15932849.92,11079964
MIA-ORD,45272108.22000156,56345531.68000002,11073399
BWI-STL,9091963.279999943,20155848.24000001,11063878
CAE-DCA,7532501.120000085,18543150.96,11010660
DEN-MLI,5442881.920000014,16405566.8,10962674
LAX-MSY,37489288.00000104,48443574.6799999,10954299
BHM-PHL,6048783.839999989,16906002.120000012,10857219
JAC-SFO,3509352.3600000134,14318914.960000005,10809556
SEA-SJC,45660534.0800018,56428644.71999999,10768096
DCA-PVD,17593474.079999976,28361495.69999997,10768059
LAX-RDM,6430764.719999979,17194839.63999999,10764060
ATL-BWI,45798798.83999863,56561244.79999995,10762317
PHL-SLC,9912969.880000012,20670697.6,10757756
CLE-SFO,7369981.060000045,18106748.93999997,10736772
EWR-SNA,14554853.99999987,25282433.73999998,10727577
PHX-SJC,29438962.50000065,40165463.04000005,10726453
IAH-SAV,4987410.400000004,15702458.319999997,10715058
GEG-SFO,5286345.040000015,15995217.419999992,10708869
ATL-AUS,21811711.65999984,32511634.160000037,10699926
MSY-SFO,10686676.240000105,21356830.680000007,10670137
IND-RDU,3767145.200000005,14396972.920000002,10629834
CVG-MCI,3796797.080000004,14409230.640000002,10612433
MIA-ORF,8542281.120000066,19130601.44,10588318
BZN-DFW,3453504.5999999912,14031725.760000004,10578215
MFR-SLC,4293576.0,14868681.47999999,10575098
IAH-SGF,4559895.399999981,15119811.139999997,10559905
CMH-DEN,12335638.280000094,22859382.600000013,10523742
BUR-DEN,10099980.0,20615353.220000006,10515378
EWR-LAS,33366470.55999955,43879270.68,10512827
PHX-TPA,18119894.239999916,28632419.200000003,10512529
DFW-RNO,7463931.399999957,17970877.439999994,10506945
MTJ-ORD,3395098.10000001,13851002.339999998,10455902
BUF-JFK,20191350.75999965,30614620.680000007,10423236
EWR-SAT,8297162.799999978,18659420.0,10362316
LIH-SEA,16276770.719999902,26614534.240000013,10337766
CHS-LGA,8386952.639999949,18720335.70000001,10333366
PHX-SFO,40531568.65999935,50847551.93999991,10316005
MCI-SFO,11310150.320000077,21625460.08000001,10315327
EWR-HNL,9554799.520000018,19863510.539999988,10308723
BHM-LGA,6677355.359999966,16972445.88,10295087
GTF-MSP,2815678.8000000017,13102943.040000012,10287263
DSM-PHL,6547344.159999989,16808944.320000004,10261600
ANC-JNU,6294439.32000001,16537125.600000003,10242695
DFW-RDU,17963381.800000306,28201899.42,10238551
LAS-SLC,26328376.319999076,36562282.77999999,10233928
BOS-MIA,25362513.8800004,35579629.920000024,10217125
HNL-IAH,7884259.839999988,18075116.1,10190862
DTW-OKC,3250636.0,13394727.5,10144085
DFW-SMF,18092805.559999947,28222948.000000022,10130147
RNO-SEA,10108228.31999983,20214624.800000004,10106377
EWR-OMA,6857800.320000031,16959234.0,10101474
DFW-EGE,6296975.880000009,16362910.279999992,10065938
EGE-EWR,3967035.0,14008365.279999996,10041332
CLT-TOL,4854479.19999997,14890113.319999993,10035628
MSN-SFO,4517917.1199999945,14533469.040000005,10015551
DLH-ORD,5198539.259999988,15200505.159999996,10001965
IAD-SEA,21631341.51999976,31595920.439999998,9964581
BNA-DTW,15860037.440000076,25821449.27999997,9961422
IAH-SJU,10886491.579999931,20795311.679999974,9908829
LAX-SLC,47451063.60000154,57290270.39999993,9839181
LSE-MSP,2990162.159999983,12811352.0,9821336
ATL-ELP,6975291.119999948,16776254.88000001,9800951
SEA-SMF,34529657.999998584,44320951.25999988,9791268
LAX-TPA,9658582.560000028,19444459.200000003,9785883
FLL-RDU,11921921.60000016,21696869.920000035,9774940
DFW-GGG,2905401.200000017,12656078.959999995,9750672
MSP-SFO,27734158.559999578,37474776.54000004,9740641
MIA-TYS,5926089.920000013,15661189.44,9735108
CAK-PHL,3743656.199999984,13458470.0,9714920
DCA-JAX,14902553.039999714,24616252.319999974,9713690
BHM-DEN,7737472.720000063,17438411.620000012,9700943
HNL-SFO,34350635.72000044,44015599.31999999,9664949
BZN-SFO,2623853.759999994,12279551.200000009,9655694
RDU-SFO,15471456.0,25125575.59999997,9654108
GRR-IAH,4061603.280000011,13709793.599999998,9648178
RDU-TPA,14373008.440000111,24015383.69999997,9642388
HNL-ORD,13412502.76000005,23027804.8,9615296
EWR-PDX,15137048.159999857,24751634.39999997,9614576
LGA-TPA,18269666.400000323,27854385.72000003,9584711
BDL-IAH,3908818.639999984,13485145.14,9576328
LAN-MSP,2008426.7999999956,11567825.1,9559397
MSP-SBN,3085147.5199999963,12643028.640000006,9557872
ATL-EWN,3832629.959999984,13380273.5,9547700
IAD-MSY,7056354.400000042,16585378.560000006,9529037
ERI-ORD,3986862.880000011,13496756.74,9509891
ONT-PHX,24123343.0,33631845.15999994,9508545
DCA-PHX,14590619.960000122,24095996.96000002,9505363
BOI-PDX,16157925.759999916,25641248.27999993,9483325
BNA-DEN,29097939.639999427,38551500.77999998,9453580
IAD-PWM,4808019.94000004,14255614.80000001,9447579
BTV-JFK,9047110.799999963,18490589.840000022,9443477
ATL-FSD,2633750.640000003,12069988.160000004,9436240
FCA-SEA,4984565.880000014,14401175.400000004,9416601
DCA-XNA,2418370.3200000017,11834088.0,9415768
EUG-PDX,3812886.0000000247,13218002.32,9405125
BHM-DFW,13994335.840000303,23396705.28,9402353
MIA-MSY,11499515.0,20884034.959999982,9384540
ATL-DEN,58146877.76000075,67528273.02000017,9381376
DEN-RIC,8120037.439999944,17465567.19999999,9345517
DEN-MRY,5673659.76000003,15017729.280000016,9344071
IAH-ORF,6854208.679999977,16195641.660000008,9341431
BOS-RIC,14638346.400000194,23970276.96000003,9331927
MBS-MSP,1938046.2400000044,11251374.32,9313331
LAS-PHL,16246818.55999989,25540261.660000004,9293439
IAD-JFK,6772102.400000018,16044683.200000009,9272572
EWR-JAC,4095751.1199999866,13362434.900000004,9266684
LAS-MIA,16596355.280000111,25838372.08,9242025
OGG-PDX,16502193.120000068,25727621.16000001,9225428
BNA-BOS,20102069.679999918,29317092.05999994,9215105
ATL-BTV,2872668.479999997,12084737.999999998,9212069
LAX-MFR,7837206.000000103,17043868.479999993,9206665
DCA-MHT,6561544.240000028,15762993.799999991,9201464
ORD-SAN,35292030.38000057,44491993.7,9199946
ILM-LGA,4753460.0,13928365.420000004,9174909
GEG-MSP,6817972.0,15979580.5,9161614
ORD-TUS,11688596.640000058,20842537.280000024,9153921
DFW-SBA,3407073.119999986,12550639.919999996,9143564
LGB-SLC,14884107.359999863,24015923.27999996,9131817
LIH-PHX,7387610.639999985,16516476.080000002,9128863
FWA-MSP,2258855.040000004,11337187.14,9078332
IND-SFO,5845715.400000029,14906582.04,9060865
CRW-ORD,2611768.319999988,11644612.319999997,9032844
COS-SLC,4903180.880000018,13929163.559999987,9025976
ALB-DCA,6439090.320000077,15459889.75999997,9020805
DFW-PHX,39170763.1999993,48138896.43999992,8968163
CVG-IAD,5912962.239999964,14878404.799999978,8965446
BOS-DTW,23860657.60000053,32812529.200000007,8951924
LGA-PHL,4853050.879999981,13798448.0,8945522
DEN-LIT,9085378.960000014,18021735.60000002,8936374
HNL-PHX,14269887.280000042,23189983.74000001,8920100
ATL-SYR,8679037.839999968,17589088.86,8910052
SEA-SNA,40726873.83999849,49592937.59999995,8866180
GSP-LGA,4679939.999999974,13535110.68,8855167
BOS-IAD,9060910.379999932,17911148.59999998,8850235
BGM-DTW,4190555.280000013,13017590.299999991,8827031
LAX-OKC,8776597.200000044,17581982.08,8805391
ANC-PDX,8985868.31999995,17791139.94,8805276
LAX-MRY,6303151.919999939,15095722.300000004,8792523
BOS-SJU,9284439.120000048,18073908.6,8789474
AVL-ORD,5759305.280000042,14537453.439999988,8778150
ORD-SMF,8748060.560000021,17521866.480000008,8773813
BTV-LGA,4065797.279999981,12838788.840000007,8772999
BOS-MCI,8956513.280000025,17723910.400000002,8767424
DTW-HSV,2262857.999999999,11023889.760000004,8761035
DEN-IND,20676057.39999968,29429800.500000022,8753776
CAK-IAH,2968250.999999993,11695358.740000002,8727103
BOS-IAH,13637234.380000178,22357408.92000001,8720186
DTW-SAN,10231925.280000024,18940801.43999999,8708876
DFW-SEA,39675393.59999998,48383684.15999987,8708308
CRW-IAH,3032080.0,11721283.000000002,8689206
IAD-SAN,12610523.939999886,21243533.40000001,8632990
PUW-SEA,5857410.0,14490022.119999995,8632618
DEN-HNL,6951419.0000000205,15576860.160000008,8625449
BNA-SFO,15413405.579999965,24031607.040000018,8618190
BWI-ORF,7288318.32000006,15884891.75999999,8596574
DEN-GEG,12107018.800000196,20697622.40000001,8590579
DFW-SPI,4466702.199999989,13041838.24,8575136
OGG-SFO,28989302.839999866,37546037.83999999,8556731
OGG-PHX,8000869.799999969,16557340.439999988,8556475
OKC-SLC,5779861.359999971,14313860.02000001,8534000
DEN-FAT,9240239.51999996,17764229.019999996,8524001
PHX-SAT,21251010.51999977,29754371.199999977,8503360
IAD-TPA,9053944.62000012,17551945.620000012,8498013
BWI-RDU,13969898.800000273,22466457.599999957,8496580
OMA-SFO,5649805.360000017,14127338.400000002,8477521
FAT-SEA,6924720.479999957,15383428.800000014,8458717
AUS-ORD,11722755.47999996,20174965.12,8452205
SAN-SLC,19210949.599999737,27634006.55999999,8423043
ORD-SJC,10126703.160000017,18548899.2,8422199
ORD-PBI,12398107.700000113,20813606.0,8415341
ELP-LAX,9985226.999999976,18392986.79999998,8407765
CLT-CMI,2114217.1199999955,10519097.32,8404878
EWR-SRQ,8615517.040000033,17020371.2,8404852
BOS-PHX,21717572.0,30115849.64000001,8398300
LIH-OGG,4230321.240000043,12615223.320000008,8384904
BUR-SFO,16043800.39999974,24388246.79999999,8344556
BWI-SFO,11915225.159999931,20238152.999999985,8322927
LWS-SLC,4645864.080000008,12968636.6,8322767
CMH-DFW,11581425.679999895,19892908.79999999,8311482
JFK-PWM,5252578.799999986,13553231.239999996,8300645
