ROUTE,COST,REVENUE,PROFIT
PSC-SEA,17107643.160000883,34749096.240000054,17641419
ATL-CAK,6666758.160000017,24250709.08000001,17583949
CLT-SAN,15772318.359999891,33299363.759999983,17527044
DFW-STL,22798840.0,40225350.19999991,17426518
MIA-PIT,10053541.039999943,27398309.759999983,17344772
DEN-DRO,6831000.0,24165477.6,17334479
MFR-SFO,9822267.62000002,27081041.240000024,17258783
DFW-JLN,5439368.560000015,22695157.76,17255792
DEN-MFR,7021312.79999992,24254958.419999987,17233652
IAH-TYS,10776517.91999995,28008552.239999995,17232037
ABQ-SLC,8198495.000000082,25383967.70000001,17185468
CVG-DCA,14268674.680000275,31435577.28000002,17166891
MIA-PHX,15294199.720000204,32406474.360000003,17112280
IAH-VPS,6186564.680000013,23280480.0,17093931
GRR-LGA,7064357.64000006,24123290.40000001,17058942
DFW-ONT,17622570.3599999,34627426.64000002,17004854
DEN-FCA,8535034.840000056,25481142.23999999,16946112
DFW-MOB,7721298.359999909,24653907.55999999,16932618
CLT-OKC,7041678.400000042,23948233.320000004,16906560
GPT-IAH,7352711.63999996,24227914.63999997,16875209
ATL-ICT,9051612.519999916,25871543.28,16819940
FAI-SEA,22423995.720000178,39142100.57999996,16718112
BOS-RDU,32882699.800000243,49594599.3399998,16711896
DTW-FWA,6350195.000000017,23060928.0,16710753
PHF-PHL,4240390.120000023,20919732.0,16679402
MSP-XNA,3791760.479999983,20449174.07999999,16657414
MSP-SNA,11364957.000000097,28009424.399999987,16644443
DFW-MIA,38198671.560000926,54783193.91999995,16584505
DFW-LCH,4683717.500000003,21184953.02,16501235
DFW-GRI,5857966.680000063,22342358.419999994,16484389
DCA-DTW,23428602.99999964,39909107.52,16480471
LAX-LIH,26151992.89999965,42597152.0399999,16445166
CLT-PVD,11485685.399999997,27924087.920000013,16438385
CLT-EWR,32821252.559999164,49252803.96000004,16431544
AVP-DTW,5029322.879999999,21385822.06,16356506
BUF-CLT,10397539.479999969,26724106.09999998,16326576
GSO-LGA,16566267.820000326,32884988.75999996,16318720
BTV-ORD,6841212.21999997,23119264.620000023,16278049
EWR-MHT,6841142.28000004,23115146.33999999,16273998
ATL-OMA,15834123.079999788,32101143.720000006,16267039
AUS-DFW,17999974.199999522,34264784.399999976,16264800
ATL-SMF,14698536.76000006,30962650.800000027,16264089
CID-CLT,5901861.039999971,22102000.0,16199992
CHA-IAD,5288580.520000018,21465344.56000001,16176768
EWR-GSO,11287366.79999988,27447492.8,16160098
BIS-ORD,5611892.799999972,21746533.96,16134639
EWR-MKE,9048175.5,25171796.620000016,16123629
ATW-MSP,4360217.879999998,20473609.680000007,16113384
DTW-PVD,7961051.600000063,24067411.199999977,16106368
DEN-ICT,11768741.399999836,27870734.06000001,16101939
JAC-ORD,8798072.72000004,24862759.42,16064683
BNA-IAD,8549506.11999991,24567083.419999983,16017581
LGA-RSW,13766209.00000014,29776015.36000002,16009795
DFW-SAF,7728271.799999964,23664291.0,15935981
BOS-SLC,18198116.400000088,34112707.99999996,15914585
SLC-SNA,13948384.6799999,29852133.28000001,15903739
DTW-OMA,9405699.879999936,25282366.79999999,15876676
SJC-SLC,19169560.0799998,35006118.39999999,15836529
DFW-TUS,22209969.55999985,38021304.21999997,15811335
DTW-MCI,13314502.560000151,29124768.879999988,15810244
JAX-PHL,10551318.519999975,26360604.6,15809303
DTW-SFO,24781612.479999844,40575922.80000002,15794330
PHL-STL,18419825.159999657,34202536.49999999,15782705
DTW-MDW,17072469.879999477,32850136.32000002,15777687
ATL-DAB,11398572.560000118,27141022.86000001,15742450
DCA-IND,14804940.0,30545873.600000005,15740922
IAH-SEA,25486904.600000214,41205513.95999999,15718619
RDM-SEA,14866182.959999405,30551445.600000054,15685266
JFK-SAN,32560051.600000422,48245217.19999996,15685197
SLC-STL,10772695.04000003,26407581.3,15634888
GRR-PHL,4835867.879999997,20461047.560000014,15625171
JFK-MSY,19630867.280000065,35200461.34000004,15569602
PDX-SLC,20723118.39999991,36268483.180000015,15545366
DCA-HPN,9167176.080000006,24706078.319999985,15538908
LGA-MSY,15272654.079999903,30804063.179999992,15531410
DFW-PSP,10481358.83999991,25975020.08000001,15493674
MKE-MSP,13500831.160000302,28976916.07999999,15476103
CMH-MIA,11176270.99999996,26647191.759999976,15470913
IAH-OMA,11457320.02000004,26911099.379999973,15453782
IAH-RDU,13588400.720000057,29014847.40000002,15426455
BUF-EWR,13401274.279999852,28755588.0,15354121
ALO-ORD,3348314.760000024,18691595.52,15343293
ORD-PVD,10445549.320000077,25759175.519999992,15313619
FLL-IAH,19162543.60000018,34467249.44000001,15304698
DTW-MIA,15800658.599999815,30988923.42000001,15188266
IAD-SDF,5711025.479999993,20881135.14,15170119
BPT-DFW,4997759.4,20157017.440000013,15159258
DTW-MHT,9095526.999999974,24230107.199999984,15134562
COS-DFW,11774767.000000017,26809657.679999977,15034893
JFK-MIA,37733843.28,52682634.3200001,14948816
CLT-LAS,25648306.11999988,40580536.67999996,14932205
ORD-PWM,6924994.0,21854905.38,14929914
DFW-GSO,7434512.000000033,22352969.16,14918458
DEN-IDA,6851018.360000053,21762356.48,14911332
ISN-MSP,5256424.319999997,20118530.68000001,14862109
AUS-IAD,11241634.780000102,26096751.600000013,14855120
MIA-RSW,3506747.6400000206,18351927.0,14845092
BNA-LGA,39357340.48000027,54136839.59999992,14779527
DCA-LAX,22741365.76000025,37485839.99999993,14744493
RDD-SFO,6032576.760000031,20741794.56000001,14709220
BNA-DCA,23576571.8800002,38269345.20000004,14692779
IPT-PHL,2302687.800000001,16969383.480000004,14666684
CHS-IAH,7888316.0,22550068.84,14661753
BOI-DFW,6816674.75999999,21420884.939999983,14604218
CHO-LGA,8188415.400000112,22779494.699999984,14591083
ORD-SRQ,11643223.0,26229268.780000027,14586044
EWR-SAN,27091780.5,41635733.57999997,14543968
DFW-SJC,15611639.27999992,30120682.50000002,14509048
ATL-MKE,25174290.360000808,39664500.65999997,14490206
RDM-SFO,11644038.120000074,26105367.64000001,14461326
ORD-ROA,6436759.200000028,20883965.760000017,14447207
ATL-BMI,8332209.120000085,22734108.319999985,14401906
DCA-PBI,11244532.239999898,25645684.480000008,14401164
LAX-SBA,5429285.999999925,19818719.5,14389303
FAT-PHX,11411754.000000158,25788056.58,14376292
AUS-CLT,12052715.919999892,26321712.24000001,14269004
SLC-SUN,4350756.239999987,18594046.0,14243274
DTW-SAT,8232083.359999922,22465664.32000001,14233586
DEN-SMF,26906919.90000024,41136032.0,14228582
LAX-TUS,24155525.43999964,38378435.41999992,14222935
DCA-PIT,8275847.719999948,22478758.16,14202904
LNK-MSP,6082489.080000028,20268646.0,14185957
CHO-PHL,2800219.7999999905,16980681.36,14180462
DCA-PWM,12690033.479999851,26866598.400000017,14176535
GSP-PHL,7238750.800000057,21395485.32000001,14156716
CAE-PHL,7450019.919999941,21587377.62,14137365
BOI-MSP,6874228.5999999605,21003412.56,14129189
DEN-OMA,20152487.560000643,34257779.20000005,14105306
IAH-MLU,4466948.440000021,18551522.39999999,14084567
BOI-DEN,17591057.680000212,31647442.67999998,14056413
BOS-IND,10798810.280000102,24847320.6,14048504
CLT-STT,4193065.800000013,18230097.600000005,14037031
DFW-FAR,5728916.760000039,19740186.84,14011270
MLI-ORD,14571195.479999669,28572072.0,14000635
OGG-SEA,24216464.399999663,38127121.28000003,13910660
PHL-SAV,7422248.999999971,21315534.24,13893288
ALB-IAD,4541088.0,18417313.92000001,13876220
ONT-SFO,14471949.319999896,28336595.039999977,13864635
ORD-SUX,6940371.760000078,20771711.68000001,13831336
MIA-PNS,7259562.000000051,21066113.30000001,13806538
MIA-STL,7887203.160000062,21688617.6,13801413
PDX-SFO,42360685.0,56157548.15999997,13796846
CLT-ECP,5078249.280000028,18861160.3,13782923
PHL-SDF,5863766.239999989,19642259.340000004,13778494
CLE-DCA,18197425.400000423,31956101.099999983,13758670
IAH-PDX,9757817.5,23446660.9,13688847
ATL-RSW,28898252.99999907,42562843.74000006,13664598
DFW-DSM,9758361.16000007,23416855.48000001,13658493
CID-DFW,8568345.199999945,22201954.360000007,13633623
OKC-PHL,7547660.160000065,21139277.5,13591691
ATL-MLB,9158100.239999931,22742608.559999995,13584507
BDL-DFW,7330716.560000017,20884369.839999992,13553662
CVG-MIA,10687970.320000008,24238745.279999983,13550777
ATL-DAY,9731309.199999886,23279673.47999998,13548356
LAX-OGG,44273861.43999937,57809021.039999954,13535156
MEM-PHL,6475935.0,20008280.81999999,13532350
OMA-PHL,6645936.519999971,20141878.539999995,13495948
DEN-GTF,5542841.199999986,19036300.2,13493459
EWR-SDF,9762170.15999996,23225246.860000003,13463087
MIA-SFO,29431120.200000416,42882903.99999999,13451787
KOA-LAX,28772572.23999965,42204057.2,13431492
MEM-MIA,6088586.460000031,19518439.32000001,13429857
BIS-DFW,5373556.680000012,18746954.71999998,13373390
PHX-RNO,17146313.999999784,30514926.780000005,13368561
CLT-PWM,8588296.479999952,21949867.599999968,13361536
IAD-LGA,9510342.519999998,22843355.22,13333014
ORD-SAV,10331610.259999989,23635552.82,13303936
ABE-ORD,5458438.320000002,18740626.000000004,13282186
MIA-TLH,9806239.080000028,23078264.9,13272026
LGA-PWM,9420281.47999996,22665156.80000001,13244878
DFW-SAT,25410760.52000111,38640669.5999999,13230017
ATL-PVD,9375553.679999968,22501870.5,13126313
DCA-SFO,11897585.88000001,25007530.080000013,13109940
MSP-RAP,8432767.079999859,21539134.759999976,13106341
BTV-PHL,8352742.199999918,21433577.28000002,13080834
EWR-MSN,6372914.740000014,19452528.000000007,13079619
MEM-PHX,8391681.279999923,21467150.319999985,13075461
DAY-MSP,6162096.120000017,19206361.999999985,13044239
BFL-DEN,6085892.999999982,19063804.76000001,12977920
IAH-MKE,7020437.080000031,19988558.719999995,12968125
DFW-FAT,7580414.039999968,20517595.200000007,12937182
EWR-EYW,9753700.319999982,22666278.88,12912581
IAH-SAN,22144030.33999948,35016632.98000001,12872580
DSM-IAH,8286689.800000061,21141222.15999998,12854535
DTW-PWM,6586380.040000051,19427099.37999999,12840722
ATL-STL,29702506.4800005,42522265.39999999,12819601
BOS-CMH,9828412.8,22597083.039999984,12768681
IAD-JAX,9089026.400000092,21801407.04,12712382
IND-LAX,12551018.87999987,25183959.6,12632917
SLC-TUS,8094596.399999951,20682925.5,12588327
LGA-MIA,64539317.44000241,77126461.35999994,12587138
BNA-PHL,19220160.0,31789467.360000007,12569319
LGA-MKE,19899210.83999987,32458627.039999995,12559426
PSP-SLC,8197906.439999941,20754530.72000001,12556599
LAX-MSP,33351023.600000687,45885660.96000005,12534642
PHX-SBA,9009768.600000093,21531633.380000014,12521865
JAC-SLC,6019570.800000061,18524190.98,12504616
DCA-RSW,14638821.680000098,27094002.500000022,12455186
ATL-GRB,3307686.319999992,15733796.4,12426112
ATL-CMH,25874967.28000105,38281929.180000044,12406957
DCA-PNS,5548269.479999971,17938819.979999986,12390552
CVG-STL,3996479.519999988,16385131.500000006,12388653
DFW-OGG,10870327.080000067,23255515.399999984,12385198
DEN-MSO,7973634.319999951,20352606.08000001,12378981
EWR-MIA,33707098.70000078,46054587.79999997,12347464
ASE-ATL,3578430.9600000093,15842190.0,12263712
DCA-SDF,7775877.080000048,20008714.08000001,12232834
DEN-HLN,5288538.599999983,17511888.0,12223323
EWR-GSP,9227301.59999997,21448261.119999982,12220957
ATL-SAT,27443162.12000035,39633998.39999989,12190739
COD-DEN,5016492.959999969,17199679.999999985,12183184
DEN-TUS,23273779.65999952,35438019.120000005,12164261
JAN-ORD,5701350.480000017,17833364.999999993,12132023
MCO-SLC,18352408.03999994,30442504.519999973,12090109
CHS-MIA,6555351.739999934,18640388.20000001,12085023
BZN-SEA,7721898.240000078,19785362.100000016,12063465
MSP-RIC,6323758.999999976,18376190.220000003,12052438
DCA-MEM,10598869.400000066,22647905.279999983,12049037
ABQ-ATL,7279308.59999998,19307150.919999994,12027834
CLE-MIA,10016340.800000092,22030849.259999976,12014516
DFW-FSD,5277136.20000002,17290632.160000008,12013495
DEN-SBA,10750074.72000005,22746904.800000027,11996870
BNA-DFW,23238977.51999937,35180287.51999992,11941318
ATL-BUF,13286474.480000084,25198532.01999998,11912046
LGA-XNA,8778549.960000006,20662047.12,11883496
IAH-RSW,9666277.560000127,21529633.579999987,11863353
PSC-SLC,7175599.440000017,19029374.28,11853764
AUS-ORD,19304908.65999975,31144163.039999984,11839238
IND-JFK,7286436.40000005,19116663.000000004,11830224
BMI-DFW,5857504.800000032,17682699.200000003,11825193
CLT-SLC,8936206.520000035,20755433.000000007,11819246
ERI-PHL,4619761.0,16424272.399999987,11804509
CMH-IAD,9372328.720000084,21176704.49999998,11804353
AMA-DEN,4808955.340000027,16558190.740000015,11749239
CAK-EWR,4709100.959999959,16457295.799999995,11748192
DEN-SBP,6381221.160000022,18088020.89999999,11706797
CLT-LGA,47062533.4800032,58767674.15999994,11705146
MCO-SEA,17088718.560000133,28791888.98,11703164
CHS-PHL,8375951.0,20077544.519999977,11701590
IAD-ROA,4352353.659999991,16048237.999999996,11695885
ECP-IAH,5039897.519999989,16733191.80000001,11693270
SLC-SMF,16193672.399999809,27884381.0,11690471
DFW-ORD,63495550.53999911,75179712.16000003,11684190
ORD-PSP,18355403.159999844,29989371.959999982,11633955
MSP-SAT,7833358.759999989,19465894.06000001,11632534
MIA-SDF,6753017.999999958,18369784.16,11616762
JFK-RIC,6614267.839999959,18211693.36000002,11597443
ATL-ROC,9639635.000000063,21198041.20000001,11558388
JFK-ORD,25926923.59999941,37459954.23999996,11533016
LAX-RNO,27719431.55999971,39235012.16000004,11515585
MSP-PDX,17240514.599999852,28729674.0,11488929
DFW-IAD,21150201.16000049,32636698.60000001,11486510
DTW-LGA,40675655.71999896,52142260.0,11467469
BUR-SLC,9554792.160000112,21000181.2,11445391
MFR-SEA,10030429.680000003,21465239.879999977,11434794
DEN-SUN,1613164.6800000009,13029943.5,11416781
BDL-IAD,9399882.199999912,20782286.70000001,11382409
DEN-OGG,7218599.520000023,18588533.040000007,11369937
DFW-SNA,32728236.99999913,44084509.97999992,11356246
IAD-SAV,8305841.900000065,19649881.459999982,11344037
FLL-SFO,21680333.639999967,32996113.920000035,11315784
LAX-PHX,61811169.80000424,73110516.11999974,11299348
HNL-SEA,38014201.59999955,49301269.539999984,11287052
DEN-FAR,11087069.539999977,22369677.900000017,11282613
MSP-TYS,3278984.680000008,14554782.0,11275766
PDX-RDM,5719799.399999941,16992568.900000006,11272792
CLT-MHT,8733785.760000052,19980175.600000005,11246396
BWI-ORD,22291296.90000028,33529934.52000002,11238705
DFW-SWO,3512658.0,14734588.439999998,11221930
DEN-EUG,6418323.800000006,17621763.719999988,11203434
DCA-MSY,20844863.520000312,31975144.90000002,11130269
MRY-PHX,7401817.079999921,18506047.5,11104173
DEN-SJC,24081673.44000041,35170480.800000004,11088812
MSP-SLC,18606113.40000021,29668415.860000003,11062301
DFW-VPS,11621378.32000011,22670397.89999998,11049009
MSP-OKC,4061444.759999989,15099979.8,11038543
BHM-MIA,6160003.960000046,17079398.079999994,10919383
SLC-TUL,6172870.319999985,17087099.040000014,10914225
BZN-ORD,8677124.880000103,19575988.79999999,10898867
HOB-IAH,4283707.680000026,15158655.2,10874954
MSO-SEA,8186067.479999829,19039951.080000017,10853886
LEX-PHL,5465509.999999988,16280359.560000004,10814859
DEN-HDN,2875639.1799999867,13687900.199999996,10812263
DEN-SAT,20358434.160000287,31145781.84000003,10787375
SAT-SLC,9747433.600000052,20533480.379999995,10786049
AVP-IAD,3502966.7200000053,14277206.880000014,10774241
BOI-LAX,11003714.4800001,21758941.07999999,10755226
IAD-PVD,5242817.359999994,15932849.92,10690039
DEN-FSD,10680040.599999998,21365707.44000002,10685667
BUR-PDX,10652740.799999986,21331127.519999992,10678394
GTF-SLC,5909742.119999958,16563855.72,10654112
LAX-SBP,6223799.760000031,16860074.400000017,10636273
BHM-PHL,6280383.839999989,16906002.120000012,10625619
BWI-STL,9537988.279999942,20155848.24000001,10617853
DFW-PDX,19609153.560000114,30196652.639999963,10587496
MIA-SJU,21979113.60000016,32531520.0,10552512
OMA-SLC,6536840.800000039,17081792.28,10544949
PHX-SBP,9719494.679999994,20261511.200000003,10542032
IAH-LCH,4844253.120000008,15383365.200000009,10539141
ORD-SFO,76945895.8400022,87463634.2199998,10517737
LGA-ROC,8479268.559999954,18987179.89999999,10507893
DFW-PIT,12639695.280000038,23120651.12,10480968
BRO-DFW,6991453.079999916,17423224.0,10431649
MSP-SEA,32476878.80000033,42853240.07999991,10376349
PHL-SLC,10296594.88,20670697.6,10374131
MIA-ORF,8775906.120000057,19130601.44,10354693
DEN-PSP,14039688.479999855,24390144.84,10350454
DEN-MEM,13965951.760000238,24312998.7,10347054
DCA-ORF,6829772.879999935,17150041.44000002,10320272
EWR-SNA,14975978.999999862,25282433.739999976,10306452
CLE-SFO,7830106.060000049,18106748.93999997,10276647
BZN-DFW,3795579.599999989,14031725.760000004,10236141
IND-RDU,4189020.200000005,14396972.920000002,10207958
DFW-RAP,6045340.799999961,16216750.700000014,10171401
ATL-AUS,22357786.65999984,32511634.16000004,10153853
CAE-DCA,8393576.120000096,18543150.96,10149585
HNL-IAH,7971334.839999987,18075116.1,10103787
JFK-SYR,11755575.959999869,21850098.299999986,10094521
DEN-MLI,6343106.920000026,16405566.8,10062449
ABQ-DEN,16494037.78000023,26515523.940000057,10021488
LAX-RDM,7193964.719999947,17194839.64000001,10000860
DFW-LIT,18290726.92000021,28276713.600000028,9985899
IAH-SAV,5718960.399999991,15702458.319999997,9983507
DEN-ELP,12692394.219999893,22664552.560000032,9972161
ATL-DFW,57664763.83999594,67623718.40000026,9958936
EWR-HNL,9921249.520000018,19863510.539999988,9942272
DFW-RNO,8045781.39999995,17970877.439999994,9925098
CVG-MCI,4530597.079999994,14409230.640000002,9878636
DSM-PHL,6943569.159999989,16808944.319999993,9865375
LIH-SEA,16765770.7199999,26614534.240000013,9848765
ANC-JNU,6701314.320000013,16537125.600000003,9835820
LGA-PBI,31404625.600000743,41213846.520000026,9809230
SEA-SFO,86425179.73999593,96232136.21999983,9806966
GTF-MSP,3296128.8000000045,13102943.040000012,9806813
JAC-SFO,4512777.360000019,14318914.960000005,9806133
MSN-SFO,4760167.1199999945,14533469.040000005,9773301
IAH-SGF,5352645.399999975,15119811.139999997,9767157
CLT-FLL,20673118.680000182,30431470.70000001,9758356
DEN-SFO,46609626.94000049,56354380.15999995,9744685
DEN-RNO,14978965.8400002,24710494.40000003,9731535
DEN-JAC,7875048.240000031,17586361.660000004,9711320
PHX-TPA,18971894.23999992,28632419.200000003,9660529
BDL-DCA,18791826.75999984,28424794.19999996,9632989
MFR-SLC,5236476.0,14868681.47999999,9632199
DTW-OKC,3766936.0,13394727.5,9627790
IAH-SJU,11179366.579999931,20795311.679999974,9615954
PHL-SFO,34827884.420000456,44431016.4,9603126
EWR-OMA,7403650.320000031,16959234.0,9555624
LAX-TPA,9900832.560000025,19444459.200000003,9543633
MSY-SFO,11819251.240000112,21356830.680000007,9537562
EWR-SAT,9122162.799999978,18659420.0,9537316
CLT-TOL,5357729.19999997,14890113.319999993,9532378
MTJ-ORD,4350223.100000011,13851002.339999998,9500778
EWR-SAV,10871774.280000016,20325719.600000016,9453955
CMH-DEN,13449763.280000124,22859382.600000013,9409620
BUR-DEN,11208255.0,20615353.220000006,9407105
ATL-ELP,7372566.119999946,16776254.88000001,9403676
BDL-IAH,4109218.6399999824,13485145.139999991,9375928
DFW-MCI,17655483.000000365,27012669.70000001,9357201
DFW-GGG,3313626.200000025,12656078.959999995,9342447
RNO-SEA,10898128.31999982,20214624.800000004,9316477
LAN-MSP,2264326.799999992,11567825.099999998,9303497
DFW-SMF,18932730.559999883,28222948.000000022,9290219
MIA-TYS,6385764.920000022,15661189.44,9275433
LAX-MSY,39172738.0000011,48443574.6799999,9270849
DCA-STL,22436439.920000494,31700129.220000032,9263694
ATL-FSD,2806700.6400000043,12069988.160000004,9263290
GRR-IAH,4446578.280000007,13709793.599999998,9263203
BHM-LGA,7754355.359999965,16972445.88,9218087
DCA-XNA,2621995.32,11834088.0,9212143
EWR-MSY,21534683.859999835,30740424.0,9205796
LSE-MSP,3647687.159999988,12811352.0,9163811
BNA-DTW,16683987.440000076,25821449.280000035,9137472
MBS-MSP,2133496.2400000044,11251374.32,9117881
PHX-SJC,31047937.500000726,40165463.04000005,9117483
CHS-LGA,9603377.640000008,18720335.70000001,9116941
LIH-PHX,7437110.639999985,16516476.080000002,9079362
MSP-SBN,3565447.5199999963,12643028.640000006,9077572
EUG-PDX,4158036.000000026,13218002.32,9059975
MCI-SFO,12568725.32000008,21625460.08000001,9056747
DEN-RIC,8415162.439999944,17465567.19999999,9050392
EGE-EWR,4977660.0,14008365.279999996,9030707
HNL-ORD,14002452.76000005,23027804.8,9025346
GEG-SFO,6997395.040000037,15995217.419999992,8997818
ATL-EWN,4424829.959999994,13380273.5,8955500
DCA-PHX,15143219.96000013,24095996.96000002,8952763
BOI-PDX,16692900.759999916,25641248.27999993,8948350
DFW-SBA,3619848.1199999857,12550639.919999996,8930789
CAK-PHL,4546831.199999977,13458470.0,8911745
FCA-SEA,5497340.879999997,14401175.400000004,8903826
IAH-ORF,7303833.679999973,16195641.660000008,8891806
BZN-SFO,3411578.7599999886,12279551.200000009,8867969
BOS-MIA,26726088.88000046,35579629.920000024,8853550
FWA-MSP,2483930.040000001,11337187.14,8853257
EWR-PDX,15901373.15999984,24751634.39999999,8850251
IAD-SEA,22754391.5199997,31595920.44,8841531
IAD-MSY,7760004.400000049,16585378.560000006,8825386
ERI-ORD,4678137.880000004,13496756.74,8818616
ATL-BTV,3268068.479999997,12084737.999999998,8816669
DLH-ORD,6394939.259999988,15200505.16,8805564
MIA-MSY,12097340.0,20884034.959999982,8786716
IND-SFO,6145790.40000003,14906582.04,8760790
LAS-PHL,16781868.55999989,25540261.660000004,8758389
DCA-MHT,7038394.240000028,15762993.799999991,8724614
BHM-DEN,8749147.72000006,17438411.620000012,8689268
DCA-PVD,19683724.07999972,28361495.69999997,8677809
COS-SLC,5281630.880000031,13929163.559999987,8647527
GEG-MSP,7344247.0,15979580.5,8635341
DTW-HSV,2389683.0000000005,11023889.760000004,8634210
ANC-PDX,9161518.319999954,17791139.94,8629626
EWR-JAC,4804726.119999996,13362434.900000004,8557710
DCA-JAX,16065128.03999968,24616252.31999997,8551115
RDU-SFO,16594431.0,25125575.6,8531133
DTW-SAN,10410650.280000024,18940801.43999999,8530151
DEN-SEA,57359829.36000074,65854157.75999986,8494336
CLT-JFK,32667009.11999935,41155135.560000025,8488089
IAD-JFK,7608277.400000019,16044683.200000009,8436397
IAD-PWM,5826444.940000046,14255614.80000001,8429154
EWR-LAS,35477945.55999953,43879270.67999999,8401347
FLL-RDU,13303346.600000177,21696869.920000035,8393516
RDU-TPA,15632933.440000117,24015383.70000001,8382463
DEN-HNL,7201694.0000000205,15576860.160000008,8375174
OGG-PDX,17378718.120000068,25727621.16000001,8348903
LAX-OKC,9240772.200000044,17581982.08,8341213
CVG-IAD,6542137.239999963,14878404.799999978,8336271
BOS-DFW,34090306.440000094,42424221.40000004,8333858
CAK-IAH,3362450.999999988,11695358.740000002,8332904
LGA-PHL,5465800.879999994,13798448.0,8332772
CRW-ORD,3314668.319999987,11644612.319999997,8329944
LIH-OGG,4311021.240000039,12615223.320000008,8304204
ILM-LGA,5627885.0,13928365.420000004,8300485
DEN-MRY,6724259.760000031,15017729.280000016,8293471
OGG-PHX,8283019.799999968,16557340.439999988,8274326
DFW-RDU,19954106.800000325,28201899.42,8247826
BWI-ORF,7642018.320000061,15884891.760000002,8242874
DFW-SPI,4805252.199999997,13041838.24,8236586
AUS-SEA,9966987.599999933,18184352.600000005,8217370
HNL-SFO,35798810.720000446,44015599.31999999,8216774
LWS-SLC,4769164.080000012,12968636.6,8199467
CRW-IAH,3544855.0,11721283.000000002,8176432
LGA-TPA,19712891.40000035,27854385.72000003,8141486
ATL-SYR,9453262.839999968,17589088.86,8135827
CLT-CMI,2412492.1199999955,10519097.32,8106603
DFW-HRL,2123350.5599999977,10188219.0,8064908
FAT-SEA,7324995.479999952,15383428.800000014,8058442
PUW-SEA,6477060.0,14490022.119999995,8012970
GSP-LGA,5525189.999999969,13535110.68,8009917
LAX-RDU,12079301.719999889,20079185.27999998,7999885
BOS-IAH,14358959.380000196,22357408.92000001,7998463
DEN-GEG,12718343.800000202,20697622.40000001,7979254
BZN-LAX,3629839.9199999953,11590615.919999994,7960777
ORD-TUS,12888896.640000058,20842537.28000002,7953621
IAD-TPA,9649744.620000128,17551945.620000012,7902213
ATL-BWI,48679923.8399986,56561244.79999995,7881199
LGB-SLC,16148007.359999863,24015923.27999996,7867916
IAD-SAN,13375598.939999873,21243533.4,7867915
BOI-IAH,4314903.239999981,12165918.079999998,7851017
LAS-SLC,28742326.3199989,36562282.77999999,7819979
KOA-PHX,6829409.999999976,14644564.479999997,7815157
LAX-MFR,9241581.000000115,17043868.479999993,7802290
LAS-MIA,18038755.28000012,25838372.08,7799625
DFW-EGE,8565200.880000029,16362910.279999992,7797715
BWI-SFO,12442250.159999931,20238152.999999985,7795902
ORD-SJC,10766453.16000003,18548899.2,7782449
BOS-SJU,10294539.120000057,18073908.6,7779374
OMA-SFO,6367405.3600000255,14127338.400000002,7759921
LAX-MRY,7353001.919999938,15095722.300000004,7742672
ONT-PHX,25897093.0,33631845.15999994,7734795
DTW-PDX,5030005.120000006,12752683.899999997,7722677
DFW-ORF,7105828.160000031,14817492.799999988,7711650
AUS-EWR,14152070.200000118,21845175.28000001,7693116
ORD-SMF,9832185.56000002,17521866.480000008,7689691
HNL-PHX,15508437.280000055,23189983.74000001,7681550
BOS-IAD,10237660.379999928,17911148.59999998,7673485
JFK-PWM,5913853.799999976,13553231.239999996,7639370
BIL-DFW,3709469.4000000088,11321380.419999998,7611901
BHM-DFW,15799135.84000036,23396705.28,7597556
JAC-LAX,3630733.6800000174,11210407.920000004,7579664
BOS-MCI,10159213.280000024,17723910.400000002,7564724
OKC-SLC,6756661.3599999705,14313860.02000001,7557200
SAN-SLC,20079524.599999733,27634006.55999999,7554468
PHX-SAT,22213710.519999683,29754371.200000003,7540660
EWR-SRQ,9480567.039999995,17020371.2,7539802
PHL-SAN,9561309.79999995,17096065.92,7534760
LBB-PHX,2998153.4799999977,10497550.8,7499398
LGA-TYS,8699742.279999938,16193018.160000017,7493280
BWI-SLC,8073294.400000038,15550862.92000001,7477563
LGA-MHT,2014753.600000006,9484480.44,7469723
BUF-DFW,4094144.880000008,11557571.760000004,7463425
KTN-SEA,7899447.000000092,15353534.079999996,7454081
ELP-LAX,10942226.999999916,18392986.79999998,7450764
ATL-AVP,2422466.2800000026,9863820.120000008,7441353
JFK-STT,4100550.360000006,11517855.36,7417309
BMI-ORD,3918680.679999978,11329170.0,7410455
DFW-RSW,14465364.12000008,21868269.75999998,7402911
AUS-JFK,22624933.060000066,30027344.400000017,7402443
MIA-SEA,6899825.520000015,14295007.939999998,7395188
LGB-PHX,6118210.200000027,13506918.760000013,7388706
SGU-SLC,7275346.319999976,14662677.600000003,7387310
MSP-PSC,3724436.160000016,11095843.680000007,7371409
BWI-RDU,15095273.800000284,22466457.59999996,7371184
BNA-DEN,31188714.639999423,38551500.77999998,7362810
ALB-DCA,8101240.320000091,15459889.75999997,7358655
DFW-LGA,73758334.00000268,81108102.40000011,7349797
BOI-PHX,9266774.399999974,16608491.36,7341741
IND-PHX,16439417.799999917,23767224.000000004,7327817
SAN-TUS,4892465.600000034,12184166.400000002,7291708
DFW-ILM,3199830.120000008,10491501.660000002,7291664
DFW-DRT,4188557.39999998,11460656.399999997,7272101
DEN-LIT,10754878.959999958,18021735.60000002,7266872
